,nome,consumo_medio,desvio_consumo,tempo_medio,desvio_tempo
14,entry_1591395.exe ,24.061203002929688,0.1707260018029511,2877.8175,1.15454265837168
20,entry_1751552.exe ,61.37416076660156,0.22371036057458574,6697.1425,1.6687102055180876
28,entry_1821361.exe ,88.6966552734375,0.21433993133333457,8831.653750000001,2.400817243669424
7,entry_2306090.exe ,2.46417236328125,0.017224354678164532,203.986,0.2897106314928718
13,entry_2383883.exe ,69.15013122558594,0.26723856464135265,7188.266250000001,2.2803943600833168
21,entry_2531620.exe ,62.2161865234375,0.21374658772536245,6698.47625,2.0956618137239302
15,entry_2597067.exe ,1.1312789916992188,0.013174740591466573,99.31700000000001,0.23984005086723598
9,entry_2863787.exe ,2.4366836547851562,0.01311840390815556,203.65725,0.42770514083887035
4,entry_3020235.exe ,2.3920211791992188,0.019181710481783514,203.594125,0.38075892553557
27,entry_3085454.exe ,22.966629028320312,0.10940093665328637,2098.945,3.3691801673404926
12,entry_3264125.exe ,14.872451782226562,0.0392519855207769,1261.0162500000001,0.8253626097055501
6,entry_3409299.exe ,2.359649658203125,0.021088883050416677,204.164625,0.2674714645994986
2,entry_3575153.exe ,2.497161865234375,0.02020489544645302,203.366375,0.2811943000400249
25,entry_3732076.exe ,1.1559066772460938,0.0051504177194778835,100.589375,0.34775527943512247
8,entry_3773945.exe ,2.37109375,0.01955755369888769,201.890625,0.3009787938958489
1,entry_3798027.exe ,2.0568008422851562,0.00546102126682143,162.388625,0.5282851828084921
24,entry_3869138.exe ,119.44048309326172,0.5060324864590486,11922.962500000001,2.8008648218005123
3,entry_3980129.exe ,2.6211013793945312,0.024581950618015172,223.61012499999998,0.5510000992513521
5,entry_4136651.exe ,2.5790786743164062,0.016413973440716673,222.89387499999998,0.48640991907546527
19,entry_4262237.exe ,40.62701416015625,0.25386615950186536,4223.58125,2.700154798803116
0,entry_4344668.exe ,2.0399169921875,0.015876416225790065,158.041,0.27443350742939127
22,entry_4430353.exe ,98.95833587646484,0.4522182294744581,10038.0875,5.722857131713164
18,entry_4445213.exe ,25.387542724609375,0.14428273305694594,2861.7575,1.3292079408430089
17,entry_4515279.exe ,25.208030700683594,0.12819751679544622,2858.5462500000003,1.7078637057740216
23,entry_4542736.exe ,82.76187896728516,0.4177522599289558,8248.415,2.799910712861745
11,entry_4833711.exe ,42.754730224609375,0.1338397786154452,4164.4887499999995,5.11019920722272
16,entry_496976.exe ,23.815956115722656,0.1663925882155126,2832.62875,0.7319569232544405
29,entry_5115006.exe ,157.46587371826172,0.5200729570457762,16066.762499999999,6.963464924159692
10,entry_5247010.exe ,38.876426696777344,0.2627328273999211,3854.38375,3.168504921488888
26,entry_827802.exe ,23.815444946289062,0.09169319440778281,2136.85625,1.1111023523960137
