,nome,consumo_medio,desvio_consumo,tempo_medio,desvio_tempo,temposoma_medio,desvio_temposoma
4,entry_3577829.exe ,0.47540855407714844,0.010554568857313523,20.5,0.7071067811865476,20.375,0.4841229182759271
5,entry_4272561.exe ,0.4871940612792969,0.013610411645799498,21.0,1.118033988749895,21.0,1.118033988749895
7,entry_5513611.exe ,0.5038700103759766,0.017135827219519156,22.125,0.7806247497997998,22.25,0.6614378277661477
3,entry_3576015.exe ,0.4670829772949219,0.014346750829278911,22.5,0.7071067811865476,21.875,0.7806247497997998
9,entry_679751.exe ,0.5102062225341797,0.008175427352378018,25.25,0.6614378277661477,25.125,0.5994789404140899
0,entry_239948.exe ,0.6089401245117188,0.015438330091932264,26.125,0.33071891388307384,25.875,0.33071891388307384
2,entry_2993426.exe ,0.5391292572021484,0.010281219711997814,27.875,0.33071891388307384,27.5,0.5
1,entry_286425.exe ,0.5731525421142578,0.017614919574217694,30.75,0.9682458365518543,30.625,0.8569568250501305
6,entry_4910057.exe ,0.5795040130615234,0.012582062751033836,30.75,0.82915619758885,29.625,1.653594569415369
8,entry_5724577.exe ,0.7003917694091797,0.017833504395144455,35.0,1.224744871391589,34.125,1.3635890143294642
13,entry_4091019.exe ,1.9097270965576172,0.06596840652379501,108.125,8.72406871820712,108.0,8.831760866327848
11,entry_2595975.exe ,1.8431472778320312,0.01690287322060768,111.625,5.194648688795037,111.125,4.88460592064498
18,entry_5981411.exe ,1.8842411041259766,0.024426417726236813,112.75,3.2691742076555053,112.5,3.278719262151
16,entry_5118662.exe ,1.884653091430664,0.015047067319926945,115.125,5.509934210133547,114.625,5.893587617063142
15,entry_5023680.exe ,2.0061378479003906,0.03459288107439277,120.0,5.385164807134504,120.25,5.425633603552677
17,entry_5784842.exe ,2.1931915283203125,0.04722961633422723,130.625,6.323319934970869,130.375,5.91475908216049
14,entry_4259947.exe ,6.782329559326172,0.09912464434684146,349.0,5.873670062235365,348.625,6.7627194973619895
19,entry_811745.exe ,6.746576309204102,0.07365429213696077,349.375,8.030216373174511,349.5,7.745966692414834
10,entry_1346798.exe ,6.819936752319336,0.05649401384134805,359.5,5.5901699437494745,358.0,5.873670062235365
12,entry_3144096.exe ,14.280763626098633,0.10323345649703289,688.25,6.959705453537527,688.125,6.679025003696273
27,entry_5133407.exe ,14.59320068359375,0.10835740912085326,723.125,8.56500875656295,723.375,8.83087623059003
22,entry_2353858.exe ,19.411283493041992,0.3772253510162072,1000.25,17.210098779495716,999.25,17.66175246118006
20,entry_1114874.exe ,22.76774787902832,0.26279866783111216,1103.75,8.714212528966687,1103.375,8.673775129665284
29,entry_650248.exe ,28.097307205200195,1.1614806841916787,1333.875,53.27860147376243,1334.25,52.43269495267242
28,entry_5551567.exe ,28.127384185791016,0.2928467189187323,1354.75,11.882234638316145,1355.875,11.847336198487827
21,entry_215794.exe ,52.34526443481445,0.650660477364153,2508.125,27.066757748204715,2507.75,26.64465237153602
24,entry_3841535.exe ,53.03915214538574,0.4351685436319465,2525.75,25.635668510885374,2525.75,25.52817071393875
25,entry_3844007.exe ,61.107656478881836,0.14072068028579954,2921.875,2.8034576865007255,2921.625,2.496873044429772
23,entry_3638005.exe ,62.92590522766113,0.14757477562189486,3014.125,8.006833019365397,3014.0,7.905694150420948
26,entry_4464596.exe ,82.01576232910156,0.45618693811481337,3752.375,11.650509645504783,3737.375,12.598983093884998
