,nome,consumo_medio,desvio_consumo,tempo_medio,desvio_tempo,temposoma_medio,desvio_temposoma
20,entry_101274.exe ,66.10128402709961,0.4127020096403311,3111.0,19.981241202688086,3111.25,20.22838352414745
0,entry_2061995.exe ,4.498889923095703,0.1543808299640297,262.875,9.93022532473458,263.0,9.836157786453
10,entry_2094555.exe ,9.214157104492188,0.05528940100446264,496.125,7.0611171212493,496.125,7.7368840627218916
21,entry_2113410.exe ,99.49813079833984,0.5206772901186804,4597.875,19.140516581325596,4598.75,20.191272867256288
1,entry_2191111.exe ,3.461261749267578,0.10987501684398575,235.375,141.4681390808545,181.875,8.709728755822422
22,entry_2291434.exe ,100.43938827514648,0.5114967798734691,4607.75,28.981675244885345,4608.375,28.947959772667918
23,entry_2635169.exe ,99.71096229553223,0.671575048082653,4616.875,30.180446898613017,4617.375,29.235840589933446
11,entry_2781088.exe ,24.585002899169922,0.09317058888941206,1181.0,7.615773105863909,1180.5,8.366600265340756
24,entry_2945849.exe ,101.45254516601562,0.6200181658599567,4672.625,24.76356951249153,4672.5,24.22292302757865
2,entry_3113790.exe ,3.2702789306640625,0.023778171777055667,198.125,6.716351316004844,197.875,7.8491639682198
25,entry_3486144.exe ,301.835147857666,0.605704736133373,13380.75,5.332682251925386,13343.625,4.794202227691277
26,entry_3487350.exe ,101.61512565612793,0.586138017708087,4681.75,23.826193569263218,4681.75,24.071508054129055
12,entry_3515653.exe ,24.302371978759766,0.16260211897466278,1169.75,6.923691212063114,1167.75,7.344215410784191
3,entry_3523737.exe ,4.172601699829102,0.06874374016793373,262.75,8.407585860400118,262.25,8.842369591913696
13,entry_3605312.exe ,32.075042724609375,0.08158825855812676,1528.5,7.399324293474371,1528.0,7.33143914930759
14,entry_3837785.exe ,24.576446533203125,0.12896951586829172,1170.25,9.161741100904347,1169.75,9.896337706444744
15,entry_4027093.exe ,8.565723419189453,0.05846830875479451,472.375,5.290025992374707,471.625,6.142831187652807
16,entry_4320720.exe ,24.681438446044922,0.4327171415365835,1163.125,7.473912964438374,1163.125,7.622950544244663
27,entry_4414168.exe ,101.28751182556152,0.6236776826221877,4650.25,28.44622119016865,4650.25,28.367014294775544
4,entry_4524197.exe ,3.44085693359375,0.13328538052879432,178.75,10.697546447667333,178.375,10.987919502799427
28,entry_4665585.exe ,29.871543884277344,0.16704216479023537,1423.75,11.166355717063647,1306.875,11.558952158392213
5,entry_4774912.exe ,2.635763168334961,0.09116171621256113,145.5,8.703447592764606,145.375,8.395497305103492
29,entry_5008444.exe ,51.74725532531738,0.28372692218203716,2424.625,4.662014049742879,2424.125,4.567206476611277
6,entry_5374022.exe ,4.597677230834961,0.1204846489660486,271.875,17.624113452880405,272.125,18.305992871188387
17,entry_5569370.exe ,24.489896774291992,0.08538325469271832,1163.5,10.198039027185569,1162.0,9.300537618869138
7,entry_5714490.exe ,3.06427001953125,0.1033053923012486,182.375,13.037805605238942,182.5,13.435028842544403
18,entry_5747289.exe ,24.2382869720459,0.1528908076352652,1157.625,8.845019785167244,1156.125,9.439776215567825
8,entry_5963905.exe ,4.543638229370117,0.059700892353577555,274.375,8.214887400323878,274.625,8.985230937488474
9,entry_679402.exe ,4.126930236816406,0.06805482701580794,256.5,9.367496997597597,256.75,8.870597499605086
19,entry_736324.exe ,24.304222106933594,0.12147357375571925,1159.625,9.986709918686934,1159.5,9.192388155425117
