,nome,consumo_medio,desvio_consumo,tempo_medio,desvio_tempo
9,entry_867360.exe ,1.2140274047851562,0.0045085461410410916,109.1345,0.16184792244573132
5,entry_4842978.exe ,1.21246337890625,0.008657853587379577,111.84774999999999,0.3384157022066204
4,entry_383840.exe ,1.208709716796875,0.006651361985485309,112.827375,0.80999042239708
2,entry_5415970.exe ,1.3592605590820312,0.06825520505852688,125.756625,5.387909704549156
7,entry_3071169.exe ,1.3313217163085938,0.07957848039201207,126.926625,5.9137093675945085
6,entry_2065488.exe ,1.4141693115234375,0.035083135101575895,131.381875,2.253295499790248
8,entry_5605975.exe ,1.4940948486328125,0.05370202207265158,132.991625,5.202509128716164
0,entry_939880.exe ,1.4673538208007812,0.051504346152550944,136.39362500000001,3.4558734039855996
1,entry_2231349.exe ,1.4492721557617188,0.09323359078998791,149.17649999999998,6.768676181499604
3,entry_168346.exe ,1.5708389282226562,0.05717844272422335,152.662125,3.3096862176609747
15,entry_5674990.exe ,3.1519622802734375,0.03422759309251944,268.180125,1.1412522111150603
14,entry_5674864.exe ,3.4726715087890625,0.00952284143020426,309.409625,0.5874759436564128
11,entry_5674877.exe ,6.2745513916015625,0.028610856112929548,502.415875,0.7177805091913554
16,entry_5674998.exe ,6.268424987792969,0.03314684470194777,506.89025000000004,1.8869011467217947
17,entry_5672584.exe ,6.404426574707031,0.03818983721482635,519.852875,1.32236269963086
13,entry_5673322.exe ,6.42218017578125,0.07617861766805319,523.652875,9.396821662635464
23,entry_552017.exe ,7.071403503417969,0.03981479122415032,591.236375,3.1607219087377953
18,entry_5674051.exe ,7.27227783203125,0.034892817148649134,601.83425,1.8790021121595395
10,entry_5672644.exe ,7.881553649902344,0.0350709906193512,711.9675000000001,2.7514791476585834
19,entry_5674331.exe ,8.032974243164062,0.08033058882841293,769.897375,5.861696979917588
28,entry_2636313-ref.exe ,10.012664794921875,0.04113629166107261,813.741125,1.6449507923871267
22,entry_1502810.exe ,10.067909240722656,0.038321766741891035,853.9395,0.8478294344972837
21,entry_1047023.exe ,11.403411865234375,0.026980352470795776,967.369,0.7293066913171778
12,entry_5675116.exe ,11.829124450683594,0.07517252575251802,1028.9850000000001,4.627653292976939
20,entry_638725.exe ,13.063591003417969,0.08380156646864836,1075.1475,2.8400649200326047
26,entry_280522.exe ,19.203445434570312,0.03247639240530482,1513.9824999999998,1.4730134928098788
27,entry_2770394.exe ,30.33404541015625,0.12613729823958897,2960.11375,4.184937088834157
24,entry_3347229.exe ,30.023231506347656,0.23759967604267468,3011.0649999999996,6.379445508819694
25,entry_4109271.exe ,30.781326293945312,0.1438939786847535,3137.8824999999997,2.7357345905625374
29,entry_2821813.exe ,36.80620574951172,0.12968575952371603,3641.9025,6.119215125324497
