,nome,consumo_medio,desvio_consumo,tempo_medio,desvio_tempo,temposoma_medio,desvio_temposoma
20,entry_1288610.exe ,67.8167610168457,0.05875495934079186,3474.875,4.013648589500581,3474.0,4.0
10,entry_1318308.exe ,11.030387878417969,0.09367332514343497,561.875,3.7228181529588578,561.25,4.293891009329417
11,entry_1340102.exe ,22.06757354736328,0.09847202538780368,1039.5,4.924428900898052,1038.0,4.06201920231798
21,entry_1701623.exe ,87.99239921569824,0.37979809454407387,3884.25,5.994789404140899,3883.75,6.299801584177076
0,entry_178890.exe ,1.7527275085449219,0.06387947695486422,103.5,4.924428900898052,103.5,5.07444578254611
22,entry_1934355.exe ,89.9780330657959,0.36347414230455405,3937.125,6.508408023472406,3936.125,5.732309743899051
23,entry_2089087.exe ,89.87442588806152,0.7014642465074481,3892.375,5.61109392186586,3892.25,5.402545696243577
24,entry_216330.exe ,90.9641342163086,0.18673138392423405,3949.875,12.994590220549473,3949.375,13.499421283892136
12,entry_2167825.exe ,4.466772079467773,0.05283101702343961,250.625,6.040229714174784,250.125,6.029873547596169
13,entry_2279764.exe ,18.14861488342285,0.06739646530461811,848.875,5.085211401701998,848.625,5.360445410597892
14,entry_2513196.exe ,7.902000427246094,0.060748594393107404,404.875,7.0787975673838845,404.5,7.314369419163897
15,entry_2708553.exe ,59.57761192321777,0.06558793059858056,3038.375,3.8058343369095824,3038.0,4.58257569495584
25,entry_3043434.exe ,93.9511547088623,0.16642486474123241,4113.0,5.787918451395113,4112.0,6.726812023536855
26,entry_3108893.exe ,86.7447566986084,0.9843146718923703,4184.0,49.40900727600181,4183.0,50.05746697546731
1,entry_312988.exe ,1.4736270904541016,0.041975679963138716,88.375,5.475799028452378,88.0,5.477225575051661
2,entry_3159880.exe ,1.5778121948242188,0.1151791279505311,89.25,9.627434756984853,89.0,9.836157786453
16,entry_3163004.exe ,7.02873420715332,0.07345569542339739,389.875,3.950870157319777,389.5,4.330127018922194
3,entry_3753826.exe ,1.6103878021240234,0.03131939861584997,106.0,1.8708286933869707,106.125,1.6909686573085854
17,entry_396083.exe ,50.85793113708496,0.4820426332718345,2274.625,6.872726896945637,2273.625,7.548799573442125
27,entry_4823891.exe ,174.50278091430664,0.23702437566711657,7497.25,6.85109480302236,7496.5,6.855654600401044
4,entry_5011724.exe ,1.9696922302246094,0.08627210634259912,179.625,158.67099411990839,117.5,9.40744386111339
5,entry_5023472.exe ,1.9559669494628906,0.026130526744108415,120.0,2.9154759474226504,120.25,3.072051431861127
6,entry_5023803.exe ,1.8815860748291016,0.010820111412878614,117.625,4.442338910979215,117.625,4.090767042988393
7,entry_5053014.exe ,1.7633228302001953,0.052993642847758426,107.75,5.425633603552677,108.125,5.3253521010351985
8,entry_5054856.exe ,1.9909191131591797,0.15956105242677684,118.375,4.328322423295196,118.875,4.342738191510052
28,entry_5287040.exe ,83.85331916809082,0.20207020875065668,3878.625,10.403575106664055,3878.25,10.650704202070397
9,entry_5557545.exe ,1.7752265930175781,0.09253542690743463,100.25,9.65336728815391,100.125,10.240086669555097
18,entry_5647218.exe ,2.6041297912597656,0.05673613170267357,150.75,9.443913383762052,150.75,9.717895862788405
19,entry_684443.exe ,7.479436874389648,0.07299874655342765,382.75,7.327175444876422,381.625,7.364399160827718
29,entry_735506.exe ,84.36841583251953,0.36561415930501956,4056.0,17.937391114652097,4055.125,18.099982734798395
