,nome,consumo_medio,desvio_consumo,tempo_medio,desvio_tempo
2,entry_1288574.exe ,2.2447128295898438,0.009945544218246673,201.854375,0.32349186137366237
14,entry_1464477.exe ,5.9563751220703125,0.009911485004021661,537.7737500000001,0.5334043377213777
4,entry_1597917.exe ,2.0125198364257812,0.00791396988078314,169.43975,0.217372807637015
10,entry_1852062.exe ,1.07232666015625,0.00652905022842524,92.196375,0.3045972494540928
7,entry_189718.exe ,2.3290557861328125,0.03207436297296804,202.186125,0.6684692284428637
11,entry_192319.exe ,1.074371337890625,0.007566451785965289,91.74475000000001,0.2270180334246595
16,entry_198595.exe ,25.813064575195312,0.08605473146294682,2135.6800000000003,1.9199479159601656
20,entry_2351821.exe ,43.868553161621094,0.10860193730054671,3756.4475,5.514958635384265
3,entry_2473512.exe ,2.37445068359375,0.006988258856475756,202.90775,0.32481523594191547
6,entry_2638784.exe ,2.2102508544921875,0.013221571228384934,202.15087499999998,0.727272032581342
17,entry_2777266.exe ,5.9585113525390625,0.021849642898412458,506.90225,0.5619158633638999
23,entry_2963583.exe ,32.436309814453125,0.09251885367772104,2598.0925,4.4860554778111466
27,entry_3029158.exe ,39.978485107421875,0.10993774433716111,3296.11625,10.87896816970712
13,entry_3361780.exe ,5.395668029785156,0.029829803796664573,497.44224999999994,0.6013582023220446
21,entry_3630960.exe ,40.684364318847656,0.15229488450313192,3257.70625,1.6810036994308097
18,entry_3995464.exe ,1.07476806640625,0.00463847109711452,92.14275,0.2665012898655477
0,entry_403027.exe ,2.312835693359375,0.04226150203486724,200.45187499999997,0.7182489884260227
26,entry_4377991.exe ,28.469223022460938,0.06038633528410757,2370.7025000000003,4.4366337182597935
25,entry_4420191.exe ,27.991958618164062,0.0951582801751815,2397.995,5.1913244938069605
28,entry_4727449.exe ,39.2623291015625,0.08635287253779772,3348.47375,9.505023589528852
1,entry_4735334.exe ,1.8301925659179688,0.021277656419728213,170.26912499999997,1.1729027493253656
29,entry_4807842.exe ,32.04766082763672,0.0840244997866058,2698.6050000000005,2.6624049278800883
24,entry_4810736.exe ,29.51026153564453,0.07500448683825552,2615.1725,4.379976455416192
8,entry_4850398.exe ,4.2158660888671875,0.018157003682115074,340.466,0.3150043650491126
12,entry_4853971.exe ,1.07916259765625,0.011887722916924758,92.32749999999999,0.42614932828763424
5,entry_5080386.exe ,2.3637619018554688,0.01621398200608071,212.73675,0.4574556672509356
9,entry_5098251.exe ,2.3575820922851562,0.00737622789262574,202.2545,0.3277510488160201
22,entry_5269727.exe ,40.79651641845703,0.12955211342214779,3472.94625,8.727754489987586
19,entry_5986135.exe ,5.88616943359375,0.034253870977626534,529.856625,1.1271666843794528
15,entry_725118.exe ,6.35125732421875,0.04113529549229306,561.55525,0.8463354462032203
