,nome,consumo_medio,desvio_consumo,tempo_medio,desvio_tempo,temposoma_medio,desvio_temposoma
0,entry_1220441.exe ,4.958078384399414,0.05939879600223532,287.75,7.8859051477937525,283.25,3.766629793329841
20,entry_1262541.exe ,58.63700294494629,0.4153521495641303,2983.125,23.924033418301356,2982.125,24.323021502272287
21,entry_1262542.exe ,66.62362098693848,0.14540030179469635,3274.625,8.702549913674726,3274.125,8.550402037331343
22,entry_1267136.exe ,65.43521499633789,0.20664123452560682,3211.625,7.244610065421051,3211.0,7.533259586659682
1,entry_1394267.exe ,4.434574127197266,0.06915592519587968,259.375,7.7610807881376935,251.125,7.201345360417038
23,entry_1587234.exe ,67.07499885559082,0.2517612897847781,3278.25,5.651327277728657,3277.5,5.338539126015656
2,entry_1802196.exe ,5.411344528198242,0.04904979245634345,308.375,3.7059917700933984,302.875,3.4072532926097527
3,entry_2061168.exe ,4.91087532043457,0.15207100055695866,277.625,9.616879691459179,275.25,9.921567416492215
4,entry_228699.exe ,5.344169616699219,0.0582146990312301,299.125,7.865073108369686,297.125,8.099961419661208
5,entry_289029.exe ,4.517972946166992,0.044936170349090664,260.5,6.614378277661476,259.625,6.927075501248705
6,entry_342283.exe ,5.3822479248046875,0.059596276390085794,302.0,7.33143914930759,300.0,7.648529270389178
24,entry_3965735.exe ,66.12893676757812,1.0545514569249368,3198.375,9.406613365074595,3197.75,9.717895862788405
7,entry_416157.exe ,5.156087875366211,0.05193708348352649,288.25,6.628536791781426,287.875,6.771955035290769
25,entry_4477588.exe ,78.76639175415039,0.38922406802774895,3722.5,7.88986691902975,3721.875,7.671986379028576
8,entry_4726067.exe ,2.687602996826172,0.022479904177140252,172.25,3.897114317029974,172.0,3.872983346207417
26,entry_4745082.exe ,58.93416976928711,0.6416620929584137,2972.875,25.663385883394263,2971.875,26.10286143318391
27,entry_4989563.exe ,77.26881980895996,0.4004087804493839,3701.5,11.40175425099138,3699.75,10.951598056904755
28,entry_5359049.exe ,66.17258644104004,0.18810408201443643,3201.875,6.050568155140474,3201.5,6.800735254367722
29,entry_5588483.exe ,58.654537200927734,0.36879327885451896,2957.75,13.414078425296312,2957.25,14.148763196831021
9,entry_5852895.exe ,2.7408447265625,0.056682377052445825,164.75,9.54921462739214,164.375,9.835363490995135
10,entry_5975913.exe ,8.131889343261719,0.06449765957064935,426.75,7.361215932167728,426.25,7.39509972887452
11,entry_5976780.exe ,10.795392990112305,0.1245463541508518,554.375,8.138450405329014,553.375,8.788308995478026
12,entry_5976816.exe ,23.301633834838867,0.14283084791381237,1132.5,4.743416490252569,1131.625,5.146297212559725
13,entry_5978424.exe ,23.425474166870117,0.19554905802863176,1132.125,4.621620386834038,1131.25,4.205650960315181
14,entry_5979286.exe ,9.742290496826172,0.06384976548861257,511.25,5.606915373001451,510.875,5.732309743899051
15,entry_5979571.exe ,9.729110717773438,0.04662671183071115,511.875,4.833153732295301,511.875,4.858947931394202
16,entry_5980827.exe ,24.683252334594727,0.6450259172147952,1184.25,7.628073151196179,1183.75,7.790218225441442
17,entry_5981368.exe ,8.128110885620117,0.050350532086934144,426.75,3.072051431861127,425.375,2.9973947020704497
18,entry_5987243.exe ,7.568357467651367,0.06951136728263631,404.875,3.6206870894900596,405.0,3.872983346207417
19,entry_5990492.exe ,22.999879837036133,0.1738559500113463,1113.0,7.858116822750856,1112.75,8.089344843681719
