,nome,consumo_medio,desvio_consumo,tempo_medio,desvio_tempo,temposoma_medio,desvio_temposoma
8,entry_4726067.exe ,1.1698150634765625,0.00821085917220426,108.0,0.0,107.875,1.0532687216470449
9,entry_5852895.exe ,1.1713638305664062,0.00670602079871489,108.0,0.0,108.25,0.6614378277661477
1,entry_1394267.exe ,2.1146163940429688,0.01554868172146706,196.25,0.6614378277661477,196.375,0.8569568250501305
5,entry_289029.exe ,2.1259994506835938,0.006263983810919678,197.5,0.8660254037844386,196.5,1.0
3,entry_2061168.exe ,2.3581924438476562,0.013335201742455687,211.0,0.8660254037844386,211.5,1.3228756555322954
7,entry_416157.exe ,2.33746337890625,0.007957484098047637,215.75,0.4330127018922193,215.0,0.5
0,entry_1220441.exe ,2.4788894653320312,0.016310680207397406,224.25,0.82915619758885,224.375,0.9921567416492215
2,entry_1802196.exe ,2.57830810546875,0.022477413437175676,227.625,0.6959705453537527,227.75,0.6614378277661477
6,entry_342283.exe ,2.5270919799804688,0.015425554684757157,227.625,0.4841229182759271,228.0,0.7071067811865476
4,entry_228699.exe ,2.5719528198242188,0.012981362669215443,228.25,0.4330127018922193,227.875,0.7806247497997998
18,entry_5987243.exe ,3.8989334106445312,0.012387710014187226,344.875,0.33071891388307384,344.875,0.33071891388307384
10,entry_5975913.exe ,4.073143005371094,0.02298654275630761,355.0,0.7071067811865476,354.75,0.9682458365518543
17,entry_5981368.exe ,4.0519561767578125,0.018832133873464253,356.125,1.2686114456365274,356.375,1.4947825928876748
15,entry_5979571.exe ,4.728431701660156,0.028109802960013343,433.0,2.5,433.25,2.436698586202241
14,entry_5979286.exe ,4.7555084228515625,0.02927680520217014,433.5,2.3979157616563596,434.0,2.23606797749979
11,entry_5976780.exe ,5.037742614746094,0.05197741988666968,464.0,4.272001872658765,464.375,4.240798863421843
19,entry_5990492.exe ,10.072280883789062,0.047024565246204644,848.25,1.713913650100261,848.375,1.7275343701356567
12,entry_5976816.exe ,10.209098815917969,0.038131056707794146,856.5,4.0,856.25,3.960744879438715
13,entry_5978424.exe ,10.316505432128906,0.06736508383278839,861.5,5.431390245600108,861.375,5.072905971925756
16,entry_5980827.exe ,10.692337036132812,0.043520214461163206,909.75,5.11737237261468,909.625,5.048205126577168
26,entry_4745082.exe ,24.36347198486328,0.1473457234880375,2608.5,19.28730152198591,2608.375,19.00616676239583
29,entry_5588483.exe ,24.518211364746094,0.10627831885220883,2623.625,10.475417652771654,2623.0,10.452272480183437
20,entry_1262541.exe ,25.078285217285156,0.08454046635384858,2663.25,13.645054048995188,2662.625,13.51792791074135
22,entry_1267136.exe ,28.034286499023438,0.09507172783799463,2821.125,2.8912583765550943,2820.5,2.7838821814150108
28,entry_5359049.exe ,28.371139526367188,0.06685127997140743,2823.125,3.550968177835448,2822.375,3.4977671449083054
24,entry_3965735.exe ,28.40705108642578,0.10033176045913086,2825.75,2.384848003542364,2825.0,3.0
21,entry_1262542.exe ,29.163467407226562,0.09494487808485556,2883.5,7.858116822750856,2882.125,7.6882621573408905
23,entry_1587234.exe ,28.662124633789062,0.1126897667969842,2885.75,5.5170191226784775,2885.0,5.123475382979799
25,entry_4477588.exe ,33.14502716064453,0.30535635746029055,3045.625,8.01463505095522,3045.625,8.030216373174511
27,entry_4989563.exe ,31.640945434570312,0.11972314956523991,3143.5,11.874342087037917,3142.375,11.433913372069949
