,nome,consumo_medio,desvio_consumo,tempo_medio,desvio_tempo
1,entry_4726067.exe ,1.0834274291992188,0.015470137795775761,103.912125,0.8390973479728069
5,entry_5852895.exe ,1.0776290893554688,0.02246044899575128,104.4465,0.9899652771688502
3,entry_289029.exe ,2.160003662109375,0.013091222919788353,196.61524999999997,0.6141416265813637
8,entry_1394267.exe ,2.1926422119140625,0.00764066245551566,198.723875,0.9401085625474331
4,entry_1802196.exe ,2.38177490234375,0.017597717386662368,214.028125,1.2038197993782094
6,entry_228699.exe ,2.3905792236328125,0.016339669629527438,215.081125,1.084441727053595
2,entry_342283.exe ,2.50164794921875,0.0165967092712982,217.20637499999998,0.8432921998779653
0,entry_416157.exe ,2.4181289672851562,0.015023203870168785,218.42025,0.42398636475716556
9,entry_1220441.exe ,2.4379196166992188,0.012375599925925511,225.649,0.5908811217157006
7,entry_2061168.exe ,2.5188217163085938,0.010173616668728427,230.18125,0.28814742320555425
12,entry_5987243.exe ,4.069267272949219,0.016725538312294286,344.644,0.9704358556854804
10,entry_5981368.exe ,4.456451416015625,0.015388214532529773,385.7935,0.6427649259254926
19,entry_5975913.exe ,4.950920104980469,0.016869415994582786,421.239125,1.177787484809982
18,entry_5979286.exe ,5.007225036621094,0.023724545369446886,443.56237500000003,1.2760587699534014
14,entry_5979571.exe ,5.042854309082031,0.03300268931244177,444.45574999999997,1.8982728169312308
15,entry_5976780.exe ,5.5614471435546875,0.025654698751007923,489.518375,1.4713636479045644
11,entry_5990492.exe ,9.064506530761719,0.04697561827201061,761.4214999999999,2.4381253556780287
17,entry_5978424.exe ,9.599197387695312,0.058967935326932376,791.711625,3.3044028559446508
16,entry_5976816.exe ,9.554519653320312,0.03686255325268704,793.4730000000001,2.868327474330639
13,entry_5980827.exe ,10.208595275878906,0.06056035520479673,862.4717499999999,4.612471239747728
25,entry_5588483.exe ,26.314659118652344,0.1754094587844083,2831.07625,18.186817298183342
27,entry_1267136.exe ,27.870582580566406,0.1524562754441753,2833.8975,6.591640065264546
24,entry_1262541.exe ,26.50579071044922,0.11588750211284742,2852.8137500000003,14.161655921448643
26,entry_1262542.exe ,28.61193084716797,0.11042910964294729,2859.6237499999997,6.857337197301935
23,entry_4745082.exe ,26.54840850830078,0.0817357111741,2865.4700000000003,6.4984575092864
29,entry_5359049.exe ,28.956077575683594,0.06408880276394853,2871.6749999999997,4.258694048649252
21,entry_3965735.exe ,28.514144897460938,0.08177083408630115,2872.35375,2.3968152697903142
28,entry_1587234.exe ,28.858543395996094,0.17705791230077697,2875.43375,8.950896515852413
20,entry_4477588.exe ,32.28167724609375,0.06687997395075435,2965.9362499999997,3.517051099643023
22,entry_4989563.exe ,32.331634521484375,0.15997879443330354,3246.1862499999997,9.353055566899041
