,nome,consumo_medio,desvio_consumo,tempo_medio,desvio_tempo,temposoma_medio,desvio_temposoma
5,entry_319924.exe ,0.37151336669921875,0.02290667867446432,34.625,0.4841229182759271,34.5,0.7071067811865476
0,entry_1175717.exe ,1.3128280639648438,0.02399248318309864,110.25,1.3919410907075054,110.625,1.5761900266148114
6,entry_3321949.exe ,1.3231735229492188,0.014050434734911892,110.375,1.3169567191065923,110.5,1.5811388300841898
8,entry_657027.exe ,1.3780364990234375,0.006379396604296015,114.375,0.4841229182759271,114.5,0.5
2,entry_2410950.exe ,1.496856689453125,0.03392565191899818,119.5,2.5,119.375,2.057759704144291
1,entry_166855.exe ,1.5486373901367188,0.03096470297781056,120.5,1.118033988749895,121.0,1.3228756555322954
7,entry_4871907.exe ,1.5323028564453125,0.014824123646125752,120.625,0.8569568250501305,120.375,0.8569568250501305
4,entry_3117736.exe ,1.7552719116210938,0.014443100774769997,139.875,1.0532687216470449,140.125,1.3635890143294642
3,entry_2543897.exe ,1.7382659912109375,0.030116006448300675,140.0,1.7320508075688772,140.25,1.984313483298443
9,entry_978842.exe ,1.7883148193359375,0.02473704791461904,140.75,1.8540496217739157,140.5,1.8708286933869707
15,entry_3994586.exe ,4.141021728515625,0.021227010359267235,350.625,1.4086784586980805,350.5,1.5811388300841898
17,entry_483031.exe ,4.207237243652344,0.01817843620908305,355.75,0.9682458365518543,355.5,1.0
13,entry_2307838.exe ,4.421287536621094,0.025503073479562738,372.25,1.0897247358851685,372.375,0.9921567416492215
11,entry_1953417.exe ,4.379035949707031,0.019508573660000545,402.625,0.8569568250501305,402.5,1.0
16,entry_4184640.exe ,5.4272003173828125,0.017965777555575414,472.625,0.4841229182759271,472.25,0.4330127018922193
12,entry_202443.exe ,5.605674743652344,0.025860166737444935,534.375,0.9921567416492215,534.75,0.9682458365518543
24,entry_4185201.exe ,5.9965972900390625,0.01737733577861345,555.125,0.5994789404140899,555.25,0.6614378277661477
10,entry_176146.exe ,6.5806884765625,0.019932441153329993,559.75,0.9682458365518543,559.625,1.2183492931011204
19,entry_5945339.exe ,7.257270812988281,0.03189748941726278,601.625,1.996089927833914,601.625,1.8666480653835098
18,entry_5402227.exe ,6.7923431396484375,0.041108817426778056,657.25,0.4330127018922193,657.375,0.6959705453537527
14,entry_2970400.exe ,13.06256103515625,0.0222192490450564,1009.125,0.9270248108869579,1009.125,1.2686114456365274
25,entry_4352439.exe ,14.037460327148438,0.04095309747970075,1112.0,5.1478150704935,1112.0,4.898979485566356
23,entry_3670556.exe ,22.070480346679688,0.07077382824315352,1736.75,2.1065374432940898,1736.75,2.222048604328897
27,entry_4902385.exe ,23.174392700195312,0.09927164938177883,1947.375,4.211220131980754,1946.875,4.456385867493972
20,entry_1368197.exe ,21.528274536132812,0.19872003370908442,1984.875,2.1469455046647083,1984.375,2.6896793489187516
26,entry_4826720.exe ,22.56523895263672,0.1838320100142643,2151.375,13.29414814871566,2151.625,13.415825542992128
22,entry_2677050.exe ,24.28333282470703,0.09737494214963961,2295.375,8.528445051707843,2294.875,8.964339072123499
29,entry_5446735.exe ,29.07506561279297,0.1953340767326692,2472.125,2.8034576865007255,2472.625,2.54644359843292
28,entry_5201756.exe ,29.1053466796875,0.17954888387520124,2518.375,10.475417652771654,2518.125,10.611756452161913
21,entry_2613305.exe ,31.645164489746094,0.1354959090382079,2850.375,10.61764451279096,2850.125,10.517099172300316
