,nome,consumo_medio,desvio_consumo,tempo_medio,desvio_tempo,temposoma_medio,desvio_temposoma
0,entry_1582997.exe ,2.0848159790039062,0.0115516163493792,163.25,0.82915619758885,163.5,1.3228756555322954
4,entry_2585048.exe ,2.318572998046875,0.010806282601492107,180.375,0.4841229182759271,180.375,0.8569568250501305
2,entry_185635.exe ,2.3086090087890625,0.02022566735941629,180.875,1.165922381636102,180.75,1.713913650100261
3,entry_185676.exe ,2.2479248046875,0.04000621704498898,183.875,1.6909686573085854,183.625,1.7275343701356567
5,entry_3035785.exe ,2.3507232666015625,0.009826885244504521,188.375,0.8569568250501305,188.0,1.224744871391589
1,entry_185611.exe ,2.443145751953125,0.03977292863141525,189.625,2.54644359843292,189.875,2.5708704751503917
6,entry_383984.exe ,2.456787109375,0.012390023968564111,191.0,0.5,190.875,0.7806247497997998
9,entry_5918144.exe ,2.3613739013671875,0.025140738525217286,192.25,1.920286436967152,192.25,2.0463381929681126
7,entry_5115332.exe ,2.4181060791015625,0.0645290400903693,196.25,3.2307119958300214,196.25,3.2307119958300214
8,entry_5761815.exe ,2.4711685180664062,0.046260450444458444,197.0,2.6457513110645907,197.25,2.277608394786075
14,entry_385049.exe ,4.4512176513671875,0.02528262552844425,367.75,0.4330127018922193,367.875,0.33071891388307384
12,entry_244450.exe ,6.186363220214844,0.012986831924774001,509.625,0.9921567416492215,509.5,1.118033988749895
15,entry_4602054.exe ,7.4295196533203125,0.049773653028881044,640.75,1.3919410907075054,640.25,1.0897247358851685
19,entry_5770138.exe ,7.504814147949219,0.03279964554988547,644.75,0.82915619758885,644.375,0.8569568250501305
10,entry_1293444.exe ,7.902198791503906,0.03193174143181515,687.375,1.1110243021644486,687.125,1.0532687216470449
13,entry_3617839.exe ,8.42669677734375,0.03877932907560419,727.125,1.165922381636102,726.625,1.5761900266148114
18,entry_5748937.exe ,9.114616394042969,0.032860934147449845,787.375,3.3517719194479807,787.375,3.42554740151118
11,entry_2378596.exe ,9.318824768066406,0.058746868477939494,815.0,0.8660254037844386,814.375,1.1110243021644486
16,entry_5441244.exe ,14.87884521484375,0.06632183122597944,1341.0,1.118033988749895,1340.625,1.4947825928876748
17,entry_5515108.exe ,34.72376251220703,0.14710794741624894,3265.0,1.3228756555322954,3264.5,1.224744871391589
26,entry_4532464.exe ,35.09049987792969,0.10665098387147405,3269.625,0.9921567416492215,3269.25,0.9682458365518543
22,entry_1946257.exe ,36.807281494140625,0.20529878416290767,3409.5,1.224744871391589,3409.0,1.0
25,entry_4214262.exe ,36.88043212890625,0.10767767533812904,3409.875,1.3635890143294642,3409.5,1.6583123951777
27,entry_4618643.exe ,37.121856689453125,0.08925989386471096,3412.125,1.7633419974582356,3411.625,1.79843682124227
28,entry_4830205.exe ,37.358619689941406,0.10795347258120526,3424.0,1.7320508075688772,3424.0,1.7320508075688772
24,entry_3004133.exe ,40.090538024902344,0.13147630360727333,3561.125,5.348773223833667,3560.625,4.357106264483344
20,entry_1644545.exe ,39.56005096435547,0.1668452387000325,3562.75,1.713913650100261,3562.5,2.29128784747792
21,entry_1896792.exe ,41.52153778076172,0.3122774918029477,3956.625,16.657862257804872,3957.125,16.571341979453564
29,entry_698310.exe ,46.241615295410156,0.21747157626713276,4115.75,17.318703762117995,4115.75,17.361955535019664
23,entry_269469.exe ,45.60130310058594,0.20906516489955668,4184.375,2.6427968139832467,4184.625,3.119995993587171
