,nome,consumo_medio,desvio_consumo,tempo_medio,desvio_tempo,temposoma_medio,desvio_temposoma
5,entry_3773945.exe ,3.0432662963867188,0.012297464608491996,278.0,1.224744871391589,277.875,1.3635890143294642
3,entry_3409299.exe ,3.79962158203125,0.013097161845436155,331.75,0.6614378277661477,331.375,0.8569568250501305
1,entry_2863787.exe ,3.9180068969726562,0.01748225606539876,352.875,1.2686114456365274,352.875,1.165922381636102
0,entry_2306090.exe ,3.958282470703125,0.05315998306991819,353.875,1.8328597873268975,353.625,2.117634293262177
4,entry_3575153.exe ,3.8956985473632812,0.009191185137362471,354.0,0.7071067811865476,354.25,0.6614378277661477
6,entry_3798027.exe ,4.088737487792969,0.025184813934745958,358.75,0.9682458365518543,358.5,1.118033988749895
8,entry_4136651.exe ,4.0528564453125,0.03578150572123205,359.25,0.82915619758885,359.25,0.82915619758885
9,entry_4344668.exe ,4.039726257324219,0.025629414272331633,361.125,0.5994789404140899,361.125,0.9270248108869579
2,entry_3020235.exe ,4.33642578125,0.02377323253466766,398.25,0.4330127018922193,398.375,0.4841229182759271
7,entry_3980129.exe ,6.284332275390625,0.02974556026368578,545.875,1.165922381636102,545.875,1.3635890143294642
19,entry_5247010.exe ,9.410316467285156,0.03577478904231861,800.375,3.07967124868873,800.625,3.1991209730174317
13,entry_3264125.exe ,11.131874084472656,0.030210937117679436,896.25,1.6393596310755,896.25,1.984313483298443
16,entry_4515279.exe ,11.602508544921875,0.1474976620195868,1333.75,0.82915619758885,1332.75,0.9682458365518543
10,entry_1591395.exe ,11.893997192382812,0.0592064434256898,1337.125,0.7806247497997998,1337.125,0.9270248108869579
15,entry_4445213.exe ,11.631515502929688,0.043259533532023074,1340.125,0.5994789404140899,1339.75,0.9682458365518543
18,entry_496976.exe ,11.996002197265625,0.023256857433705605,1341.875,1.899835519196333,1342.0,1.7320508075688772
14,entry_4262237.exe ,13.032806396484375,0.022767176871728908,1462.0,0.8660254037844386,1461.75,1.299038105676658
17,entry_4833711.exe ,16.944801330566406,0.10008857935944754,1476.25,6.628536791781426,1476.125,6.273705045664802
12,entry_2597067.exe ,17.812728881835938,0.07329745909229012,1536.875,4.075460096725276,1536.25,3.8649062084350767
11,entry_2383883.exe ,15.049331665039062,0.09437281019270782,1619.75,1.713913650100261,1619.25,1.5612494995995996
29,entry_827802.exe ,21.45562744140625,0.05288630252344438,1947.25,1.6393596310755,1947.375,1.4947825928876748
25,entry_3869138.exe ,20.4244384765625,0.10136924293212891,2047.375,1.4086784586980805,2047.125,1.6153559979150107
23,entry_3085454.exe ,21.488662719726562,0.17814424631957182,2098.75,3.5619517121937516,2098.125,3.4072532926097527
24,entry_3732076.exe ,25.366737365722656,0.13119035802434825,2100.25,4.575751304430781,2099.25,4.736823830374104
26,entry_4430353.exe ,22.06470489501953,0.06428372951464503,2289.0,3.6742346141747673,2289.0,3.6742346141747673
27,entry_4542736.exe ,19.65332794189453,0.07058268820285334,2301.75,0.9682458365518543,2301.0,0.8660254037844386
28,entry_5115006.exe ,24.211807250976562,0.09344380139588881,2459.875,5.775757526073961,2459.375,5.977823600609171
21,entry_1821361.exe ,21.3427734375,0.08774506383207499,2505.5,1.224744871391589,2505.0,1.118033988749895
20,entry_1751552.exe ,23.695091247558594,0.12410684070605973,2601.25,0.6614378277661477,2600.875,0.9270248108869579
22,entry_2531620.exe ,21.964134216308594,0.04036978390413794,2602.125,1.964529205687714,2601.625,1.9324531042175384
