2059363.exe , 2.784057617187500000, 2.705749511718750000,  ,  ,  226, 205, 18
2059363.exe , 2.683471679687500000, 2.623168945312500000,  ,  ,  216, 193, 23
2059363.exe , 2.680053710937500000, 2.618041992187500000,  ,  ,  215, 194, 23
2059363.exe , 2.679870605468750000, 2.616760253906250000,  ,  ,  216, 193, 24
2059363.exe , 2.674377441406250000, 2.610534667968750000,  ,  ,  215, 203, 11
2059363.exe , 2.679199218750000000, 2.615051269531250000,  ,  ,  215, 196, 19
2059363.exe , 2.696777343750000000, 2.630920410156250000,  ,  ,  214, 205, 8
2059363.exe , 2.670654296875000000, 2.608947753906250000,  ,  ,  215, 196, 20
2059363.exe , 2.675659179687500000, 2.617370605468750000,  ,  ,  216, 201, 15
2059363.exe , 2.671447753906250000, 2.611938476562500000,  ,  ,  215, 200, 16
2061586.exe , 9.113342285156250000, 8.912658691406250000,  ,  ,  710, 649, 60
2061586.exe , 9.132202148437500000, 8.924926757812500000,  ,  ,  709, 696, 12
2061586.exe , 9.433654785156250000, 9.216674804687500000,  ,  ,  734, 671, 41
2061586.exe , 9.205322265625000000, 8.998413085937500000,  ,  ,  715, 677, 36
2061586.exe , 9.155212402343750000, 8.952758789062500000,  ,  ,  713, 672, 40
2061586.exe , 9.095275878906250000, 8.884582519531250000,  ,  ,  712, 675, 36
2061586.exe , 9.082458496093750000, 8.876281738281250000,  ,  ,  709, 669, 38
2061586.exe , 9.145263671875000000, 8.937622070312500000,  ,  ,  711, 666, 44
2061586.exe , 9.132629394531250000, 8.927429199218750000,  ,  ,  710, 681, 28
2061586.exe , 9.140563964843750000, 8.934997558593750000,  ,  ,  709, 641, 68
2203032.exe , 4.773315429687500000, 4.648620605468750000,  ,  ,  408, 365, 41
2203032.exe , 4.737182617187500000, 4.616516113281250000,  ,  ,  404, 369, 35
2203032.exe , 4.751647949218750000, 4.633239746093750000,  ,  ,  404, 366, 36
2203032.exe , 4.776062011718750000, 4.647216796875000000,  ,  ,  403, 383, 19
2203032.exe , 4.701782226562500000, 4.579772949218750000,  ,  ,  403, 369, 31
2203032.exe , 4.831542968750000000, 4.719055175781250000,  ,  ,  415, 362, 42
2203032.exe , 4.742797851562500000, 4.632873535156250000,  ,  ,  405, 364, 39
2203032.exe , 4.776062011718750000, 4.645385742187500000,  ,  ,  406, 364, 39
2203032.exe , 4.725402832031250000, 4.614440917968750000,  ,  ,  405, 382, 23
2203032.exe , 4.764709472656250000, 4.637390136718750000,  ,  ,  411, 377, 27
2203602.exe , 8.923767089843750000, 8.723449707031250000,  ,  ,  704, 688, 16
2203602.exe , 8.938964843750000000, 8.726867675781250000,  ,  ,  704, 680, 24
2203602.exe , 8.918945312500000000, 8.720092773437500000,  ,  ,  703, 658, 44
2203602.exe , 8.936340332031250000, 8.734191894531250000,  ,  ,  705, 670, 35
2203602.exe , 8.976623535156250000, 8.767089843750000000,  ,  ,  707, 681, 24
2203602.exe , 8.918579101562500000, 8.712890625000000000,  ,  ,  703, 644, 56
2203602.exe , 8.940185546875000000, 8.736206054687500000,  ,  ,  705, 680, 24
2203602.exe , 8.967224121093750000, 8.760742187500000000,  ,  ,  709, 664, 44
2203602.exe , 8.932067871093750000, 8.723144531250000000,  ,  ,  705, 669, 36
2203602.exe , 8.943237304687500000, 8.748168945312500000,  ,  ,  706, 653, 52
2207605.exe , 4.757751464843750000, 4.639953613281250000,  ,  ,  404, 355, 48
2207605.exe , 4.762939453125000000, 4.646240234375000000,  ,  ,  405, 350, 53
2207605.exe , 4.747009277343750000, 4.637084960937500000,  ,  ,  404, 367, 34
2207605.exe , 4.762939453125000000, 4.637817382812500000,  ,  ,  405, 366, 39
2207605.exe , 4.736816406250000000, 4.610839843750000000,  ,  ,  403, 361, 41
2207605.exe , 4.736999511718750000, 4.615783691406250000,  ,  ,  405, 350, 51
2207605.exe , 4.738159179687500000, 4.620178222656250000,  ,  ,  404, 339, 64
2207605.exe , 4.746582031250000000, 4.620971679687500000,  ,  ,  405, 370, 33
2207605.exe , 4.735229492187500000, 4.620422363281250000,  ,  ,  403, 366, 36
2207605.exe , 4.748962402343750000, 4.625610351562500000,  ,  ,  406, 363, 42
237541.exe , 4.585815429687500000, 4.467956542968750000,  ,  ,  403, 379, 24
237541.exe , 4.609497070312500000, 4.495971679687500000,  ,  ,  391, 342, 48
237541.exe , 4.607666015625000000, 4.484924316406250000,  ,  ,  392, 372, 19
237541.exe , 4.634155273437500000, 4.522277832031250000,  ,  ,  394, 347, 47
237541.exe , 4.613037109375000000, 4.490295410156250000,  ,  ,  391, 365, 26
237541.exe , 4.589233398437500000, 4.470092773437500000,  ,  ,  391, 345, 47
237541.exe , 4.578674316406250000, 4.468200683593750000,  ,  ,  392, 364, 28
237541.exe , 4.569824218750000000, 4.447509765625000000,  ,  ,  391, 347, 43
237541.exe , 4.603027343750000000, 4.495422363281250000,  ,  ,  393, 357, 35
237541.exe , 4.604064941406250000, 4.493103027343750000,  ,  ,  391, 341, 49
2591738.exe , 4.749206542968750000, 4.623596191406250000,  ,  ,  400, 366, 33
2591738.exe , 4.731140136718750000, 4.613403320312500000,  ,  ,  399, 350, 50
2591738.exe , 4.735290527343750000, 4.616882324218750000,  ,  ,  398, 364, 34
2591738.exe , 4.711364746093750000, 4.594177246093750000,  ,  ,  398, 362, 35
2591738.exe , 4.718078613281250000, 4.590759277343750000,  ,  ,  399, 371, 27
2591738.exe , 4.715209960937500000, 4.603454589843750000,  ,  ,  401, 365, 35
